Początek okresu raportowania,Koniec okresu raportowania,Nazwa kampanii,Wyświetlenia w kampanii,Wyniki,Wskaźnik wyników,Koszt wyników,Budżet zestawu reklam,Typ budżetu zestawu reklam,Wydana kwota (USD),Wyświetlenia,Zasięg,Zakończenie,Ustawienie atrybucji
2026-03-20,2026-03-20,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-20,2026-03-20,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-20,2026-03-20,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-20,2026-03-20,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-20,2026-03-20,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-20,2026-03-20,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-20,2026-03-20,Poltrakt PL CE Italy/ pol leads,inactive,19,actions:leadgen.other,0.53315789,11,Dzienny,10.13,2763,1865,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-20,2026-03-20,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Poltrakt PL CE Italy/ pol leads,inactive,4,actions:leadgen.other,1.3025,11,Dzienny,5.21,1061,934,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-19,2026-03-19,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-18,2026-03-18,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-17,2026-03-17,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-16,2026-03-16,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-15,2026-03-15,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-14,2026-03-14,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-13,2026-03-13,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-12,2026-03-12,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-11,2026-03-11,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,PL Agency Ads Start 14.05.2026,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Poltrakt PL Magazynier,inactive,,,,5,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Poltrakt Drivers CE Week/Full,inactive,,,,Użycie budżetu zestawu reklam,0,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Poltrakt PL CE Italy/ pol leads,inactive,,,,11,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-10,2026-03-10,Poltrakt PL CE Pol Leads,inactive,,,,7,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-09,2026-03-09,Leads Agency PL,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-09,2026-03-09,Pracownik Magazynowy PL/ RU/ ENG Leads,inactive,,,,15,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-09,2026-03-09,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-09,2026-03-09,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-09,2026-03-09,Leads PL Dyspozytor Poltrakt,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-09,2026-03-09,PL Agency Ads,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-09,2026-03-09,RU Leads Poltrakt CE PL S/F Start 20.06.2026,inactive,,,,30,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-09,2026-03-09,Leads RU Mrozek 100 eur,inactive,,,,10,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
2026-03-09,2026-03-09,Leads ENG Poltrakt Week/Cadence Poland,inactive,,,,20,Dzienny,0,0,0,W toku,Kliknięcia z 7 dni lub wyświetlenia z 1 dnia
